split,chrom,start,end,bin_size,n_bins
train,chr2,142000000,143000000,10000,100
train,chr2,143000000,144000000,10000,100
train,chr2,144000000,145000000,10000,100
train,chr2,145000000,146000000,10000,100
train,chr2,146000000,147000000,10000,100
train,chr2,147000000,148000000,10000,100
train,chr2,148000000,149000000,10000,100
train,chr2,149000000,150000000,10000,100
train,chr2,150000000,151000000,10000,100
train,chr2,151000000,152000000,10000,100
train,chr2,152000000,153000000,10000,100
train,chr2,153000000,154000000,10000,100
train,chr2,154000000,155000000,10000,100
train,chr2,155000000,156000000,10000,100
train,chr2,156000000,157000000,10000,100
train,chr2,157000000,158000000,10000,100
train,chr2,158000000,159000000,10000,100
train,chr2,159000000,160000000,10000,100
train,chr2,160000000,161000000,10000,100
train,chr2,161000000,162000000,10000,100
train,chr2,162000000,163000000,10000,100
train,chr2,163000000,164000000,10000,100
train,chr2,164000000,165000000,10000,100
train,chr2,165000000,166000000,10000,100
train,chr2,166000000,167000000,10000,100
train,chr2,167000000,168000000,10000,100
train,chr2,168000000,169000000,10000,100
train,chr2,169000000,170000000,10000,100
train,chr2,170000000,171000000,10000,100
train,chr2,171000000,172000000,10000,100
train,chr2,172000000,173000000,10000,100
train,chr2,173000000,174000000,10000,100
train,chr2,174000000,175000000,10000,100
train,chr2,175000000,176000000,10000,100
train,chr2,176000000,177000000,10000,100
train,chr2,177000000,178000000,10000,100
train,chr2,178000000,179000000,10000,100
train,chr2,179000000,180000000,10000,100
train,chr2,180000000,181000000,10000,100
train,chr2,181000000,182000000,10000,100
train,chr2,182000000,183000000,10000,100
train,chr2,183000000,184000000,10000,100
train,chr2,184000000,185000000,10000,100
train,chr2,185000000,186000000,10000,100
train,chr2,186000000,187000000,10000,100
train,chr2,187000000,188000000,10000,100
train,chr2,188000000,189000000,10000,100
train,chr2,189000000,190000000,10000,100
train,chr2,190000000,191000000,10000,100
train,chr2,191000000,192000000,10000,100
train,chr2,192000000,193000000,10000,100
train,chr2,193000000,194000000,10000,100
train,chr2,194000000,195000000,10000,100
train,chr2,195000000,196000000,10000,100
train,chr2,196000000,197000000,10000,100
train,chr2,197000000,198000000,10000,100
train,chr2,198000000,199000000,10000,100
train,chr2,199000000,200000000,10000,100
train,chr2,200000000,201000000,10000,100
train,chr2,201000000,202000000,10000,100
train,chr2,202000000,203000000,10000,100
train,chr2,203000000,204000000,10000,100
train,chr2,204000000,205000000,10000,100
train,chr2,205000000,206000000,10000,100
train,chr2,206000000,207000000,10000,100
train,chr2,207000000,208000000,10000,100
train,chr2,208000000,209000000,10000,100
train,chr2,209000000,210000000,10000,100
train,chr2,210000000,211000000,10000,100
train,chr2,211000000,212000000,10000,100
train,chr2,212000000,213000000,10000,100
train,chr2,213000000,214000000,10000,100
train,chr2,214000000,215000000,10000,100
train,chr2,215000000,216000000,10000,100
train,chr2,216000000,217000000,10000,100
train,chr2,217000000,218000000,10000,100
train,chr2,218000000,219000000,10000,100
train,chr2,219000000,220000000,10000,100
train,chr2,220000000,221000000,10000,100
train,chr2,221000000,222000000,10000,100
train,chr2,222000000,223000000,10000,100
train,chr2,223000000,224000000,10000,100
train,chr2,224000000,225000000,10000,100
train,chr2,225000000,226000000,10000,100
train,chr2,226000000,227000000,10000,100
train,chr2,227000000,228000000,10000,100
train,chr2,228000000,229000000,10000,100
train,chr2,229000000,230000000,10000,100
train,chr2,230000000,231000000,10000,100
train,chr2,231000000,232000000,10000,100
train,chr2,232000000,233000000,10000,100
train,chr2,233000000,234000000,10000,100
train,chr2,234000000,235000000,10000,100
train,chr2,235000000,236000000,10000,100
train,chr2,236000000,237000000,10000,100
train,chr2,237000000,238000000,10000,100
train,chr2,238000000,239000000,10000,100
train,chr2,239000000,240000000,10000,100
train,chr2,240000000,241000000,10000,100
train,chr2,241000000,242000000,10000,100
train,chr3,0,1000000,10000,100
train,chr3,1000000,2000000,10000,100
train,chr3,2000000,3000000,10000,100
train,chr3,3000000,4000000,10000,100
train,chr3,4000000,5000000,10000,100
train,chr3,5000000,6000000,10000,100
train,chr3,6000000,7000000,10000,100
train,chr3,7000000,8000000,10000,100
train,chr3,8000000,9000000,10000,100
train,chr3,9000000,10000000,10000,100
train,chr3,10000000,11000000,10000,100
train,chr3,11000000,12000000,10000,100
train,chr3,12000000,13000000,10000,100
train,chr3,13000000,14000000,10000,100
train,chr3,14000000,15000000,10000,100
train,chr3,15000000,16000000,10000,100
train,chr3,16000000,17000000,10000,100
train,chr3,17000000,18000000,10000,100
train,chr3,18000000,19000000,10000,100
train,chr3,19000000,20000000,10000,100
train,chr3,20000000,21000000,10000,100
train,chr3,21000000,22000000,10000,100
train,chr3,22000000,23000000,10000,100
train,chr3,23000000,24000000,10000,100
train,chr3,24000000,25000000,10000,100
train,chr3,25000000,26000000,10000,100
train,chr3,26000000,27000000,10000,100
train,chr3,27000000,28000000,10000,100
train,chr3,28000000,29000000,10000,100
train,chr3,29000000,30000000,10000,100
train,chr3,30000000,31000000,10000,100
train,chr3,31000000,32000000,10000,100
train,chr3,32000000,33000000,10000,100
train,chr3,33000000,34000000,10000,100
train,chr3,34000000,35000000,10000,100
train,chr3,35000000,36000000,10000,100
train,chr3,36000000,37000000,10000,100
train,chr3,37000000,38000000,10000,100
train,chr3,38000000,39000000,10000,100
train,chr3,39000000,40000000,10000,100
train,chr3,40000000,41000000,10000,100
train,chr3,41000000,42000000,10000,100
train,chr3,42000000,43000000,10000,100
train,chr3,43000000,44000000,10000,100
train,chr3,44000000,45000000,10000,100
train,chr3,45000000,46000000,10000,100
train,chr3,46000000,47000000,10000,100
train,chr3,47000000,48000000,10000,100
train,chr3,48000000,49000000,10000,100
train,chr3,49000000,50000000,10000,100
train,chr3,50000000,51000000,10000,100
train,chr3,51000000,52000000,10000,100
train,chr3,52000000,53000000,10000,100
train,chr3,53000000,54000000,10000,100
train,chr3,54000000,55000000,10000,100
train,chr3,55000000,56000000,10000,100
train,chr3,56000000,57000000,10000,100
train,chr3,57000000,58000000,10000,100
train,chr3,58000000,59000000,10000,100
train,chr3,59000000,60000000,10000,100
train,chr3,60000000,61000000,10000,100
train,chr3,61000000,62000000,10000,100
train,chr3,62000000,63000000,10000,100
train,chr3,63000000,64000000,10000,100
train,chr3,64000000,65000000,10000,100
train,chr3,65000000,66000000,10000,100
train,chr3,66000000,67000000,10000,100
train,chr3,67000000,68000000,10000,100
train,chr3,68000000,69000000,10000,100
train,chr3,69000000,70000000,10000,100
train,chr3,70000000,71000000,10000,100
train,chr3,71000000,72000000,10000,100
train,chr3,72000000,73000000,10000,100
train,chr3,73000000,74000000,10000,100
train,chr3,74000000,75000000,10000,100
train,chr3,75000000,76000000,10000,100
train,chr3,76000000,77000000,10000,100
train,chr3,77000000,78000000,10000,100
train,chr3,78000000,79000000,10000,100
train,chr3,79000000,80000000,10000,100
train,chr3,80000000,81000000,10000,100
train,chr3,81000000,82000000,10000,100
train,chr3,82000000,83000000,10000,100
train,chr3,83000000,84000000,10000,100
train,chr3,84000000,85000000,10000,100
train,chr3,85000000,86000000,10000,100
train,chr3,86000000,87000000,10000,100
train,chr3,87000000,88000000,10000,100
train,chr3,88000000,89000000,10000,100
train,chr3,89000000,90000000,10000,100
train,chr3,90000000,91000000,10000,100
train,chr3,91000000,92000000,10000,100
train,chr3,92000000,93000000,10000,100
train,chr3,93000000,94000000,10000,100
train,chr3,94000000,95000000,10000,100
train,chr3,95000000,96000000,10000,100
train,chr3,96000000,97000000,10000,100
train,chr3,97000000,98000000,10000,100
train,chr3,98000000,99000000,10000,100
train,chr3,99000000,100000000,10000,100
train,chr3,100000000,101000000,10000,100
train,chr3,101000000,102000000,10000,100
train,chr3,102000000,103000000,10000,100
train,chr3,103000000,104000000,10000,100
train,chr3,104000000,105000000,10000,100
train,chr3,105000000,106000000,10000,100
train,chr3,106000000,107000000,10000,100
train,chr3,107000000,108000000,10000,100
train,chr3,108000000,109000000,10000,100
train,chr3,109000000,110000000,10000,100
train,chr3,110000000,111000000,10000,100
train,chr3,111000000,112000000,10000,100
train,chr3,112000000,113000000,10000,100
train,chr3,113000000,114000000,10000,100
train,chr3,114000000,115000000,10000,100
train,chr3,115000000,116000000,10000,100
train,chr3,116000000,117000000,10000,100
train,chr3,117000000,118000000,10000,100
train,chr3,118000000,119000000,10000,100
train,chr3,119000000,120000000,10000,100
train,chr3,120000000,121000000,10000,100
train,chr3,121000000,122000000,10000,100
train,chr3,122000000,123000000,10000,100
train,chr3,123000000,124000000,10000,100
train,chr3,124000000,125000000,10000,100
train,chr3,125000000,126000000,10000,100
train,chr3,126000000,127000000,10000,100
train,chr3,127000000,128000000,10000,100
train,chr3,128000000,129000000,10000,100
train,chr3,129000000,130000000,10000,100
train,chr3,130000000,131000000,10000,100
train,chr3,131000000,132000000,10000,100
train,chr3,132000000,133000000,10000,100
train,chr3,133000000,134000000,10000,100
train,chr3,134000000,135000000,10000,100
train,chr3,135000000,136000000,10000,100
train,chr3,136000000,137000000,10000,100
train,chr3,137000000,138000000,10000,100
train,chr3,138000000,139000000,10000,100
train,chr3,139000000,140000000,10000,100
train,chr3,140000000,141000000,10000,100
train,chr3,141000000,142000000,10000,100
train,chr3,142000000,143000000,10000,100
train,chr3,143000000,144000000,10000,100
train,chr3,144000000,145000000,10000,100
train,chr3,145000000,146000000,10000,100
train,chr3,146000000,147000000,10000,100
train,chr3,147000000,148000000,10000,100
train,chr3,148000000,149000000,10000,100
train,chr3,149000000,150000000,10000,100
train,chr3,150000000,151000000,10000,100
train,chr3,151000000,152000000,10000,100
train,chr3,152000000,153000000,10000,100
train,chr3,153000000,154000000,10000,100
train,chr3,154000000,155000000,10000,100
train,chr3,155000000,156000000,10000,100
train,chr3,156000000,157000000,10000,100
train,chr3,157000000,158000000,10000,100
train,chr3,158000000,159000000,10000,100
train,chr3,159000000,160000000,10000,100
train,chr3,160000000,161000000,10000,100
train,chr3,161000000,162000000,10000,100
train,chr3,162000000,163000000,10000,100
train,chr3,163000000,164000000,10000,100
train,chr3,164000000,165000000,10000,100
train,chr3,165000000,166000000,10000,100
train,chr3,166000000,167000000,10000,100
train,chr3,167000000,168000000,10000,100
train,chr3,168000000,169000000,10000,100
train,chr3,169000000,170000000,10000,100
train,chr3,170000000,171000000,10000,100
train,chr3,171000000,172000000,10000,100
train,chr3,172000000,173000000,10000,100
train,chr3,173000000,174000000,10000,100
train,chr3,174000000,175000000,10000,100
train,chr3,175000000,176000000,10000,100
train,chr3,176000000,177000000,10000,100
train,chr3,177000000,178000000,10000,100
train,chr3,178000000,179000000,10000,100
train,chr3,179000000,180000000,10000,100
train,chr3,180000000,181000000,10000,100
train,chr3,181000000,182000000,10000,100
train,chr3,182000000,183000000,10000,100
train,chr3,183000000,184000000,10000,100
train,chr3,184000000,185000000,10000,100
train,chr3,185000000,186000000,10000,100
train,chr3,186000000,187000000,10000,100
train,chr3,187000000,188000000,10000,100
train,chr3,188000000,189000000,10000,100
train,chr3,189000000,190000000,10000,100
train,chr3,190000000,191000000,10000,100
train,chr3,191000000,192000000,10000,100
train,chr3,192000000,193000000,10000,100
train,chr3,193000000,194000000,10000,100
train,chr3,194000000,195000000,10000,100
train,chr3,195000000,196000000,10000,100
train,chr3,196000000,197000000,10000,100
train,chr3,197000000,198000000,10000,100
train,chr8,0,1000000,10000,100
train,chr8,1000000,2000000,10000,100
train,chr8,2000000,3000000,10000,100
train,chr8,3000000,4000000,10000,100
train,chr8,4000000,5000000,10000,100
train,chr8,5000000,6000000,10000,100
train,chr8,6000000,7000000,10000,100
train,chr8,7000000,8000000,10000,100
train,chr8,8000000,9000000,10000,100
train,chr8,9000000,10000000,10000,100
train,chr8,10000000,11000000,10000,100
train,chr8,11000000,12000000,10000,100
train,chr8,12000000,13000000,10000,100
train,chr8,13000000,14000000,10000,100
train,chr8,14000000,15000000,10000,100
train,chr8,15000000,16000000,10000,100
train,chr8,16000000,17000000,10000,100
train,chr8,17000000,18000000,10000,100
train,chr8,18000000,19000000,10000,100
train,chr8,19000000,20000000,10000,100
train,chr8,20000000,21000000,10000,100
train,chr8,21000000,22000000,10000,100
train,chr8,22000000,23000000,10000,100
train,chr8,23000000,24000000,10000,100
train,chr8,24000000,25000000,10000,100
train,chr8,25000000,26000000,10000,100
train,chr8,26000000,27000000,10000,100
train,chr8,27000000,28000000,10000,100
train,chr8,28000000,29000000,10000,100
train,chr8,29000000,30000000,10000,100
train,chr8,30000000,31000000,10000,100
train,chr8,31000000,32000000,10000,100
train,chr8,32000000,33000000,10000,100
train,chr8,33000000,34000000,10000,100
train,chr8,34000000,35000000,10000,100
train,chr8,35000000,36000000,10000,100
train,chr8,36000000,37000000,10000,100
train,chr8,37000000,38000000,10000,100
train,chr8,38000000,39000000,10000,100
train,chr8,39000000,40000000,10000,100
train,chr8,40000000,41000000,10000,100
train,chr8,41000000,42000000,10000,100
train,chr8,42000000,43000000,10000,100
train,chr8,43000000,44000000,10000,100
train,chr8,44000000,45000000,10000,100
train,chr8,45000000,46000000,10000,100
train,chr8,46000000,47000000,10000,100
